"Question ID","Question","Location","Status","Original URL","Issue or screenshot request","Required action"
"Q-206","What does Mapped show?","Inventory Management > SKU Mapping > By Product","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407308_WERP_Q-206.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-207","What does ""Show child SKUs"" mean?","Inventory Management > SKU Mapping > By Product","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407309_WERP_Q-207.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-209","What does Generate Merchant SKU do?","Inventory Management > SKU Mapping > By Product","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407310_WERP_Q-209.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-212","What is SKU Mapping by Merchant SKU?","Inventory Management > SKU Mapping > By Merchant","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407311_WERP_Q-212.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-215","What does Status mean in SKU Mapping > By Merchant?","Inventory Management > SKU Mapping > By Merchant","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407312_WERP_Q-215.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-217","What does ""View/change mapped platform SKU list"" do?","Inventory Management > SKU Mapping > By Merchant","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407313_WERP_Q-217.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-227","What does Stock Alert mean?","Inventory Management > Inventory List","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407314_WERP_Q-227.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-231","What do All, Unmapped, and Mapped mean?","Inventory Management > Inventory List","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407315_WERP_Q-231.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-232","What does Sync Stock do?","Inventory Management > Inventory List","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407316_WERP_Q-232.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-235","What should I check if an inventory quantity appears incorrect?","Inventory Management > Inventory List","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407317_WERP_Q-235.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-237","What information appears in the Manual Inbound table?","Inventory Management > Manual inbound","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407372_WERP_Q-237.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-242","How can I find a Manual Inbound record?","Inventory Management > Manual inbound","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407373_WERP_Q-242.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-244","What are the inbound stages?","Inventory Management > Inbound","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407374_WERP_Q-244.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-245","What does Draft mean?","Inventory Management > Inbound","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407375_WERP_Q-245.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-250","What information appears in the inbound tables?","Inventory Management > Inbound","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407376_WERP_Q-250.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-252","When does inbound stock become available?","Inventory Management > Inbound","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407377_WERP_Q-252.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-256","What are the outbound stages?","Inventory Management > Outbound","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407378_WERP_Q-256.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-257","What does Outbound Draft mean?","Inventory Management > Outbound","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407379_WERP_Q-257.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-258","What does Outbound On The Way mean?","Inventory Management > Outbound","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407380_WERP_Q-258.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-259","What does Completed Outbound mean?","Inventory Management > Outbound","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407381_WERP_Q-259.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-267","What columns appear in Inventory Log?","Inventory Management > Inventory Log","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407382_WERP_Q-267.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-275","How do I search Inventory Log?","Inventory Management > Inventory Log","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407383_WERP_Q-275.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-277","Which warehouses can I choose in Inventory Log?","Inventory Management > Inventory Log","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407384_WERP_Q-277.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-279","Why do several sales deductions occur close together?","Inventory Management > Inventory Log","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407385_WERP_Q-279.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-282","What pages are available under Order Management?","Order Management > Order Processing","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407386_WERP_Q-282.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-284","What is the general order-processing workflow?","Order Management > Order Processing","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407387_WERP_Q-284.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-285","Does changing an order's status change inventory?","Order Management > Order Processing","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407388_WERP_Q-285.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-288","What does the store filter do?","Order Management > Order Processing","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407389_WERP_Q-288.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-291","Which fields can be used to search regular orders?","Order Management > Order Processing","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407390_WERP_Q-291.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-292","Which search field should I use first?","Order Management > Order Processing","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407391_WERP_Q-292.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-293","What does the date filter do?","Order Management > Order Processing","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407421_WERP_Q-293.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-297","What do Export and Print do in Order Processing?","Order Management > Order Processing","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407422_WERP_Q-297.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-309","Which Actions are available in Order Processing?","Order Management > Order Processing","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407423_WERP_Q-309.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-311","Where do I find new orders?","Order Management > Order Processing > New Order","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407424_WERP_Q-311.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-313","What does Pack do?","Order Management > Order Processing > New Order","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407425_WERP_Q-313.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-322","What does Push do?","Order Management > Order Processing > Processed Order","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407426_WERP_Q-322.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-330","What does Move to Shipped do?","Order Management > Order Processing > To Pickup Order","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407427_WERP_Q-330.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-332","Can I mark an order shipped before courier pickup?","Order Management > Order Processing > To Pickup Order","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407428_WERP_Q-332.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-333","Where can I see shipped orders?","Order Management > Order Processing > Shipped Order","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407429_WERP_Q-333.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-340","Can a completed order still be returned?","Order Management > Order Processing > Completed","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407430_WERP_Q-340.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-345","What is the Return Orders page?","Order Management > Order Processing > Return Order","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407431_WERP_Q-345.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-348","What is Return Status?","Order Management > Order Processing > Return Order","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407432_WERP_Q-348.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-355","Where can I see canceled orders and cancellation requests?","Order Management > Order Processing > Canceled Order","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407433_WERP_Q-355.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-364","What does Add Manual Order do?","Order Management > Manual Order","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407434_WERP_Q-364.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-366","What does Add Gift do?","Order Management > Manual Order","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407435_WERP_Q-366.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-367","What does the payment filter do?","Order Management > Manual Order","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407436_WERP_Q-367.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-368","What do the Manual Order shipment statuses mean?","Order Management > Manual Order","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407437_WERP_Q-368.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-383","How is it different from a regular Manual Order?","Order Management > Platform Manual Order","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407438_WERP_Q-383.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-384","What does Create Manual Order by Label do?","Order Management > Platform Manual Order","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407439_WERP_Q-384.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-385","Where can I upload the shipping label?","Order Management > Platform Manual Order","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407440_WERP_Q-385.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-386","Which search methods are available?","Order Management > Platform Manual Order","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407475_WERP_Q-386.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-388","What does Edit status do?","Order Management > Platform Manual Order","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407476_WERP_Q-388.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-390","Which Actions are available in Platform Manual Order?","Order Management > Platform Manual Order","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407477_WERP_Q-390.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-392","What is Warehouse Management?","Warehouse Management","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407478_WERP_Q-392.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-393","How do I open Warehouse Management?","Warehouse Management","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407479_WERP_Q-393.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-394","What is the Warehouses List?","Warehouse Management","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407480_WERP_Q-394.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-396","Does every warehouse maintain separate inventory?","Warehouse Management","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407481_WERP_Q-396.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-398","How do I search for a warehouse?","Warehouse Management","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407482_WERP_Q-398.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-399","Can I search using only part of a warehouse name?","Warehouse Management","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407483_WERP_Q-399.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-400","Can I search by city or ZIP code?","Warehouse Management","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407484_WERP_Q-400.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-403","What does Add New Warehouse do?","Warehouse Management","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407485_WERP_Q-403.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-404","What information should I prepare before adding a warehouse?","Warehouse Management","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407486_WERP_Q-404.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-405","How should I choose a warehouse name?","Warehouse Management","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407487_WERP_Q-405.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-407","What is a warehouse attribute?","Warehouse Management","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407488_WERP_Q-407.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-415","What does Warehouse Attribute mean?","Warehouse Management","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407489_WERP_Q-415.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-418","What is the difference between Total SKU and total inventory quantity?","Warehouse Management","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407490_WERP_Q-418.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-421","What does Set As Default mean?","Warehouse Management","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407491_WERP_Q-421.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
